House_Size,House_Price
2761,237755
943,678519
2003,385192
3141,157832
2348,587715
1697,572460
2591,534272
3208,260918
2140,373148
3025,338326
1889,250311
1482,348705
1228,640383
3397,645920
2436,601174
1744,330459
3080,255741
1845,525910
2631,600073
2589,588048
2684,277751
3076,366557
2264,371761
3496,161274
2458,265544
2909,306875
1351,446848
3458,570322
3461,195208
3102,168837
2784,450474
2958,312703
1413,467191
1195,399158
1933,371512
2935,548178
3238,680010
2635,341509
1945,226376
2231,228380
2953,586067
2512,332558
1820,653350
2359,577388
1625,504101
1255,416466
3310,300308
2157,153119
3107,544783
1183,601432
1818,357568
3184,397281
2384,250056
2213,262620
3454,687284
1901,537019
2874,291290
2011,647709
1070,585224
3075,306710
1731,463909
1452,558380
1609,383870
961,311250
2878,226957
2182,200550
1167,290816
2014,509967
1841,228987
903,403565
2185,297147
3400,616816
1704,538318
2533,492099
2885,539864
1517,187315
1202,589685
3361,256374
1090,397251
2651,501072
3068,509038
3429,550743
1447,258952
1965,625172
1280,508073
3064,204570
1567,564186
2868,395655
1900,278428
934,391636
3441,394754
1785,359796
3303,581394
1935,212379
3181,182871
1233,324253
2289,661311
1201,475793
2443,379890
868,618429
974,372324
1123,330590
1791,514198
3405,150535
1166,249934
3102,696966
2499,151718
2913,439116
2635,683036
2599,620030
1425,162335
1664,487750
2808,654700
1200,497568
917,216719
1007,584032
2728,619863
1364,311216
2830,569264
2204,390756
3207,205163
1574,554893
827,697563
1989,657182
1681,185649
2306,324623
3500,632455
1649,252437
1008,671117
2144,472237
2290,172322
2867,441783
1002,159873
1132,477538
2551,341816
2642,434426
2023,163850
1642,666115
1383,472175
1782,529503
3026,387242
2639,317406
2621,423885
1582,490651
3395,324264
1079,481257
2442,355209
2864,605305
3450,618604
2266,219848
3258,454506
2074,622465
1061,313775
2444,297804
1090,210397
2057,379503
2336,435814
1130,487416
1184,396279
1876,239925
2113,582896
3208,509598
1815,159404
3441,697528
1769,623120
852,313770
1244,485366
2335,579283
2167,471440
3285,628690
3101,197782
1573,389134
2576,653542
1751,387614
2953,253422
3479,368132
3333,463559
3311,417512
2899,520452
2878,276514
1290,299333
2322,492382
932,295713
2402,402399
848,326355
3034,689558
3347,429733
1322,462167
1006,641806
1133,648912
3441,250875
2030,247168
2412,247036
872,516915
2352,191083
3206,426926
2897,366542
3432,617450
2051,392104
1910,295039
2381,251702
2209,428382
2149,453345
1640,549750
2456,306089
3348,511972
2330,401170
2062,653132
1324,364532
1693,183119
2771,245876
876,646481
1136,587378
2304,445548
1275,168101
1212,520399
846,384275
2825,305603
3012,551329
1484,559626
1561,244031
3326,451141
1057,569016
2448,559816
2533,352121
2166,272553
1287,569075
1910,634699
2641,322259
2064,211536
1479,310623
1885,562618
3238,394066
1011,273968
1779,180754
3067,281682
2196,267992
2377,587243
2263,331375
3184,524578
1179,408875
2474,346109
1992,576589
1017,384970
2837,193986
1008,621537
1814,529767
2859,288899
2096,299883
1765,309104
3081,206324
2674,270727
2074,685958
1737,345766
1782,619919
1893,669745
971,236101
1511,388203
1636,201551
1396,521202
3298,400157
3153,452295
1700,462292
1937,368201
1394,387278
1178,333016
1823,347450
3363,256964
2714,283389
2732,380993
1950,384522
1795,181569
3246,373832
2883,403626
2334,300512
822,599276
2883,424939
926,193347
1434,247413
3251,274828
1169,404591
2147,679655
951,377076
1557,203149
1562,289331
919,193431
2930,359185
817,160227
2527,159433
2778,232124
2933,533310
2789,217232
1492,242721
3433,664136
935,433784
1511,441902
2047,533856
2828,155545
952,220508
1454,645087
2948,352699
800,197312
2868,402789
2972,248131
1355,295664
1753,679293
2390,414226
3421,449182
1792,678116
1219,495519
1321,580250
3189,368388
2602,469772
2587,465012
1496,611365
1482,505511
2068,529138
2287,224059
2964,521560
900,689680
2688,173623
2060,654399
1822,282950
3235,678420
1632,268560
2677,307974
2948,427310
1578,630267
2124,453737
1132,434564
1700,332918
1521,628763
3339,278173
2025,685564
2321,260269
1938,211016
1600,588070
3264,343601
1230,285758
3440,303752
1724,339686
3377,510129
1059,555676
2702,231934
2956,380203
3457,605604
2693,317171
3394,665748
3080,218615
1674,550162
2222,430862
2729,264201
2382,502468
1997,399927
1869,569659
3282,453045
3254,504230
1534,608095
3038,554836
2500,317591
2561,180381
1968,574937
901,151565
1909,664429
898,554559
2520,558660
1633,347270
2769,241634
2501,683039
2070,677285
1758,201627
3280,236600
1812,641396
1052,326701
1325,609418
2326,394353
2219,351888
1360,607630
982,493123
2274,240160
1052,652390
2217,390188
2456,154357
3370,374353
3412,250932
1409,427610
917,610692
3131,382301
2208,228514
2820,433804
2302,194071
2196,179791
2836,520933
1149,354202
1576,254960
2608,615315
2324,455988
2803,590881
3421,532047
2140,631418
2804,563860
1689,315952
3210,588593
1305,651113
2669,673946
1313,164365
1298,224116
1663,305193
2393,285043
2127,332920
1282,313801
928,602114
1964,288421
2736,352914
1189,259334
3409,200319
1040,233655
3100,548232
3411,531195
980,160241
1608,162426
1825,298182
1262,215983
2154,620769
3496,472463
2020,567191
3031,689409
3253,682267
2593,604174
1997,399271
1230,605029
1152,268938
3248,648555
877,150491
2526,699040
2487,305713
1995,182441
3220,589749
2758,677067
2644,428576
2168,291204
1929,201543
1588,541096
2608,547313
834,651305
1008,658912
3411,325446
2112,504324
1030,640231
811,281495
3222,362877
2204,220052
2590,634516
1028,246132
962,465806
3269,664460
3260,233731
2334,218306
2949,385426
1535,154273
3283,456646
3469,665612
1161,457053
2844,557932
2558,678453
2256,447845
3310,379618
1416,554990
1521,319134
2102,333442
2667,417015
1615,456371
1061,274071
2730,402397
1957,683874
1826,518274
1682,544712
1880,697774
2599,689848
959,379340
2641,421654
3374,437509
2392,385733
2443,560626
2223,387368
2269,664737
993,210447
2587,430868
2726,171483
3098,325185
1445,340997
2781,401421
1431,515997
894,612667
1403,687488
890,169696
3015,275525
3412,406061
2838,331345
1969,211635
1326,283060
1874,572585
931,586034
3018,644629
2548,177216
1791,312631
911,288272
3189,550924
2885,586514
3018,533827
1265,242246
3098,211128
2014,216932
1150,401043
946,481752
1001,599589
2876,526332
1520,676533
963,315548
2247,626831
950,641861
1631,159042
1639,647199
1128,247439
2815,581336
1813,175270
2907,322545
2191,593278
2905,288965
1307,276821
2064,550737
2112,573471
2770,609260
1663,271094
3122,604325
1755,670356
3218,216669
1472,321498
1174,499292
2462,291456
1228,671742
1455,617758
2802,173588
3475,162430
3124,405921
2575,612515
1986,612007
2625,447433
893,678404
2274,688909
1430,539270
1828,565829
1058,486245
2892,379488
1657,612495
1455,413239
1362,213804
3007,335880
3019,215643
2130,607085
1898,305422
1792,196084
1883,545389
2983,537864
2402,686262
3331,253689
2088,463073
3403,231221
2027,179673
2972,390353
1471,575599
3032,330651
3099,675378
2533,164302
2299,533450
2704,273615
1825,345902
1220,641826
3235,626939
3356,539361
1359,486813
2804,176443
2290,542283
973,509170
2624,372311
3274,558242
1139,599576
1649,655089
2711,627237
2081,411551
1351,524969
3444,185566
974,328472
1379,189051
2198,294126
2830,638557
1618,251968
1910,232203
2733,189689
3335,363843
2345,441407
1152,532615
2621,643762
1327,418081
1665,627214
1731,193851
2251,460209
1855,442782
1142,632939
2354,301164
2999,168830
2997,342970
3331,648845
1626,604517
897,235665
2987,243018
2065,381689
2323,455386
3207,488084
3006,157670
1729,492003
3095,691531
2301,187524
3404,459668
1846,477974
2059,370913
1709,619034
1241,179046
1994,210243
3285,280155
3194,364778
1679,367878
1483,449540
1125,262247
2309,563848
923,492192
1361,161365
2308,379600
890,295157
1974,387484
1966,348003
3174,265577
2091,665134
1226,291903
3350,575189
2621,402231
1428,468545
2223,575599
2611,408101
1496,305773
3274,685768
2068,326268
1960,606008
2225,663555
965,522173
2700,619463
3429,449236
2928,510677
3148,392294
1506,198556
2438,327599
1082,607931
2873,192737
1054,375227
2369,345714
3166,512042
3435,506643
1765,652644
1704,287423
2401,245934
1988,405947
3173,246470
1611,585178
3420,193869
2228,369131
2680,405927
3439,280678
3050,236938
1176,636505
3074,308730
1695,203883
850,443704
1747,276444
3064,257967
2506,555526
1636,287969
2713,585730
2442,461763
1469,219452
1255,457759
1279,341302
2373,581879
3445,583073
2034,652319
3401,271384
966,268218
968,153774
2876,512471
942,653857
1294,266297
2724,386870
3080,558617
2298,524851
1070,197431
2657,395221
2915,429244
1419,553198
3284,470263
2605,520440
2848,436411
2812,630050
1062,264302
887,531898
3202,244413
875,198067
808,191639
1438,584673
1501,617895
1309,481460
2122,429465
2538,550519
3254,282308
1870,300677
3331,153099
2027,628468
3426,408136
3004,479347
1265,691037
1194,601884
3197,650661
1565,648574
1107,249410
2982,411176
2400,374685
1486,250466
3461,593817
1213,290036
2110,559422
3016,358175
1849,387859
2146,198789
3339,302359
3452,472380
3378,332756
2178,566683
1046,277376
1533,515398
3192,678644
1958,287116
908,445594
1405,394125
898,370955
1938,247026
3384,526221
3117,278667
1591,239112
2479,302814
2184,265059
2507,324043
1457,566017
2101,191299
2829,672628
1529,244357
1430,405989
1862,693931
1440,324469
2000,172064
3293,620824
2386,465232
1898,342822
1361,447384
1459,241080
2346,667885
2794,372791
3395,448461
1473,694936
898,511401
2890,363042
2449,431545
1609,510192
2779,280696
865,614778
1558,698191
2447,390576
3015,393808
3404,525854
1434,258024
1958,547880
1557,247199
1124,596472
2731,297167
955,533841
3200,337109
2295,210223
987,557465
2002,188990
1133,308212
1525,362161
1761,568075
2228,423309
1388,454651
1830,690613
2102,230901
2697,681409
1455,529887
3319,298492
2513,468941
3089,189606
1791,300513
2967,380068
1735,164066
2148,529971
1841,177836
2028,245609
1381,322071
858,343918
1377,536839
3361,279158
2065,172194
2992,506229
2707,433017
2482,546165
3212,640172
3330,441915
3406,430099
2667,694916
2465,579867
1900,543168
2710,593793
3291,676237
3112,538860
1309,204744
1504,240576
1214,161290
2203,690050
2540,392485
3228,411392
2812,307595
1317,245835
1269,678120
3057,576111
2313,172112
1168,517460
912,588743
3395,579832
2459,223103
1766,386090
3402,607752
3182,678846
1508,467982
1772,428947
2631,518194
1837,324946
944,242982
1698,615948
3365,378703
2815,177160
2412,397048
1266,499078
2778,546334
1046,195479
1121,675166
3066,162143
3145,411686
2569,205343
1786,624296
1241,672894
1752,679202
1429,298918
1739,644001
2613,251819
2606,687686
1612,492156
2051,620409
1519,349313
1865,538506
2244,224515
2375,570725
3362,248076
1130,517132
1877,294633
2595,295188
2698,396607
1664,633518
1618,336006
2143,689739
3294,638564
3060,330558
2063,350282
1836,635476
2390,413836
1373,357992
2184,416231
3256,699552
3318,275453
2928,568245
1220,524524
1399,156122
3302,236929
1430,674214
2009,236261
935,389349
1084,590158
1656,274576
2295,244154
1757,359594
3490,372690
1496,209241
3229,187197
3339,498237
2987,520645
3099,569750
1151,552395
2157,356238
2180,422519
3130,642396
989,474029
2144,579788
3301,654785
3383,410018
2965,347862
861,267728
1418,577067
1526,442657
2727,625909
2332,160893
3227,697757
1462,238566
1728,526769
3392,290975
2794,440935
2154,151452
1364,587963
909,422627
1715,180293
1930,660235
3139,525723
2973,608376
2364,367258
1291,278227
2512,651922
928,317963
3211,688087
1392,377889
2845,164694
3221,365630
1713,622210
3449,475087
1791,388332
1733,285886
1618,577553
3325,374888
1609,519582
2658,337199
1904,434182
939,654491
1031,684526
1217,242612
1304,388424
3030,549968
2972,597363
2439,563850
1236,556597
3150,699240
893,466493
1683,403798
2988,506497
1744,376514
1233,210490
2777,295620
996,571376
2436,399007
3483,370952
2729,183916
1156,366834
2747,211693
1763,660296
1437,467289
849,429211
1634,236116
2809,640631
1179,171807
2334,422652
1193,480946
1396,155736
2654,544664
949,360178
2859,389269
2174,583294
1226,671679
2331,617460
2798,554667
1653,289634
1756,217909
1221,270109
3349,554048
1404,245117
3463,232657
1775,568739
2321,231613
1841,285357
2379,428452
2156,625030
2618,206407
2567,668094
1390,673364
1648,691566
3238,592102
1894,185351
2961,618136
2800,537501
3418,585288
971,441174
1170,330585
2251,502935
802,316962
1409,229056
1426,241656
1938,466197
3042,248668
2871,524098
3322,545958
1905,299268
1715,638751
2460,554540
2248,241753
1240,593964
913,461578
1377,252719
2490,458966
1337,658729
1624,257778
913,298131
1392,337608
2174,532882
2899,290269
2974,272391
883,630359
2653,371299
1086,338153
1313,316272
1509,338547
1562,164742
2766,699385
3342,180302
3132,345400
2515,340344
879,267643
2898,392878
1911,667296
2433,169966
2709,266660
2601,406539
3355,354787
2457,292560
1632,338616
3347,681905
3342,425142
1550,302517
1636,541579
2055,448850
1385,627942
1584,220338
2401,273958
2084,504603
2841,244842
2686,298184
1938,604622
1174,389244
1008,647774
2623,499985
2963,569436
1075,687422
1061,325700
2804,641442
1029,335607
3426,614204
1515,541884
2864,314207
2918,279374
1202,473330
2958,277397
2446,355834
880,565762
2573,401738
2180,233261
1870,267910
2277,182166
3053,330175
2676,214414
3300,692368
2537,591019
841,574590
2044,336064
3173,312176
1614,598560
2074,680779
1352,508739
3389,304689
1360,333193
3174,345653
1554,461254
1439,654866
2366,233934
2536,638258
3378,283909
1954,544807
3100,433159
2079,463289
810,571409
3337,429836
3396,659555
1026,590751
1748,614504
2286,645263
3235,577033
2819,652049
1540,589001
2224,633452
1118,251044
811,591975
3377,580091
2900,314943
1119,230370
2592,191765
1661,614506
2353,395527
1690,398389
2896,154203
2318,360922
1311,259021
2252,296631
1137,667140
1992,255813
2978,409520
2610,178493
1898,679159
2459,217340
1849,369154
2729,213887
1286,652298
2566,158377
3379,508440
3068,202535
2734,586438
3022,329614
2639,337090
3289,634376
2073,368781
2684,150033
2149,353709
1518,410486
1479,345484
2384,672082
3474,573915
1839,648702
1205,686240
1714,315991
3350,634104
1180,267417
2709,655818
1811,613866
1996,523337
1113,678517
3014,491576
1346,474521
2365,603215
2843,461515
2388,523882
1541,166693
3235,343382
2336,416597
1504,409549
898,673586
2831,574080
2671,446129
1148,369605
898,539794
1289,153046
2477,268394
3148,177284
2336,387371
3008,534638
1819,309843
2163,329460
2174,171181
2608,634000
2917,348986
2868,413861
944,522779
2037,308170
3335,658453
1986,184500
1890,236610
1747,495158
1424,546874
2744,152114
3317,369370
2596,255012
1656,473143
1730,197797
2056,368561
2683,697831
3022,384463
1951,672786
2113,503763
1856,351443
1072,389086
2726,319282
3101,184479
2951,600168
829,269199
3175,453527
1851,612958
1841,343614
1798,401256
815,571995
2800,568239
3107,361045
1785,679225
3455,529518
2509,266375
3087,556595
2168,472041
1028,279587
1578,257333
1554,641483
942,618104
1661,457904
2517,309516
3079,326284
2093,405520
3137,556423
3490,287177
2880,517142
1297,325607
2655,566572
1233,665949
3264,602201
1615,191416
1340,252600
1748,466677
1096,177736
2434,179268
1356,181079
3061,226633
1939,300481
1583,681414
2160,607807
2794,615514
2885,499318
1862,671442
1480,267260
3014,303825
1403,654200
2589,363896
834,676178
3332,296821
3409,586510
1037,433452
2604,669332
2833,288330
1764,268825
2946,388419
863,243932
3292,572916
1918,347228
1889,552227
2294,355112
2981,534490
1815,629203
2125,459474
2569,151141
1940,312729
1903,616900
3216,246044
3475,552642
1691,522156
1053,407291
1582,585898
1859,381614
1243,683064
2545,294666
1321,293071
1205,388759
1587,186181
3112,607365
2973,323685
2838,669256
2587,168375
2904,521140
2802,590958
3131,285467
1773,511642
1070,555427
1632,213391
1234,269941
3002,450005
2983,617043
2390,543439
2468,234938
3492,348405
2158,649663
3476,265382
2783,161978
2947,611373
2714,348469
2172,673618
1831,524532
3231,622585
1014,422424
3314,286908
2423,385278
1461,154819
2190,245628
2346,487641
1178,639066
970,151828
2932,308478
1069,608031
2921,587012
1783,320780
2448,157487
2828,588342
1415,516492
1931,380650
3297,436225
3363,275367
1968,647137
1573,375389
2579,307498
1922,316650
1330,196461
1336,549607
2102,381712
2391,238787
2179,264662
3433,375596
1614,379550
2448,410707
3152,374841
1333,437484
2792,375861
1728,418728
1545,402726
1376,571733
2603,233530
2895,335698
2613,347860
3141,336890
1975,235030
2219,328302
2820,338510
3081,669608
2833,683767
2685,188007
1612,585806
1839,611423
2631,459273
1018,642292
1267,335549
2454,354523
2857,298557
2689,367889
1832,239355
3043,381790
3402,166131
1040,407834
2804,380386
957,311278
2280,359078
2967,495827
2853,443839
1081,697076
2914,269149
3124,689818
1570,306006
1966,404230
1352,488655
1082,665509
1720,187208
806,484073
1444,174276
2958,351106
1350,448407
1949,646160
2019,462079
1846,502497
1042,686737
2004,341131
3038,205414
2354,200460
1116,207904
1622,308837
2458,174770
2546,507170
983,695640
1507,528141
2270,524763
1319,358661
3091,387198
1230,272712
1668,601795
1720,469987
2310,595436
3050,234647
3447,174761
2238,692788
1949,674101
2488,513812
1049,450714
2975,477436
2260,332551
1209,568030
1135,220125
2251,257565
931,620781
2049,411251
3258,211365
2820,411250
3198,365089
3171,682838
912,177250
1767,390982
3057,214272
2660,692957
870,585526
1494,633788
1678,163569
1580,165173
2379,512208
2725,559845
2622,316226
2392,599838
1133,516277
1316,312775
2132,161401
2527,263246
2141,492912
3413,212649
1354,622128
1177,388243
2447,181895
984,416658
1694,570031
3369,453403
3156,175603
2122,485921
2102,170878
2074,317757
2657,336982
1050,498769
2456,562718
3128,358123
2868,367623
2219,328215
1221,194758
3216,620089
2704,231167
3412,281532
2699,245930
1037,575052
2561,303101
3001,308647
2648,417878
2317,444877
2122,597537
1348,676493
3427,498075
1614,659140
3413,489803
1851,387982
1232,443510
1861,195682
2344,472834
3352,386514
1849,217155
927,599072
1173,350220
2252,267800
2404,301124
2178,646603
1866,388040
3176,585848
2914,505596
2270,636965
2377,490979
2896,693396
2695,197009
3285,506218
1398,418941
2968,250880
1906,390440
1171,212016
2861,406971
2493,269878
3373,608255
2019,542935
1023,534136
927,366558
2163,566859
1342,192769
1871,696848
2035,593387
1452,346209
1118,234831
2706,155819
2535,698487
2605,423871
1998,365456
3178,223689
2014,278880
2162,163015
937,321552
1920,172397
3487,372782
891,558844
856,227226
1673,165268
3298,481126
1592,593736
2619,496208
2780,555893
2818,500271
2257,240956
1634,314997
3473,458738
3480,509458
2913,483705
1702,572521
2114,697473
3194,247289
884,361683
1723,583326
2281,464114
1557,669273
1829,291158
1041,556804
3191,252455
2775,683907
1845,218531
1988,580701
1616,355262
3170,350414
2583,171203
2625,491271
2403,288573
3393,305288
2508,241231
1090,496303
3214,491612
3470,324568
3477,334698
1968,638244
1120,436574
3006,273188
2764,371904
1625,676938
1032,568896
1458,335190
1078,319035
2109,675773
2562,684036
1576,368504
3500,512182
1822,689044
1875,356515
2709,393472
2130,389891
3158,168404
1850,355352
3297,666554
964,211446
3188,463601
2747,541538
1053,294534
1475,455722
1681,482126
2181,469936
1557,294960
962,169379
2583,427121
2738,658727
3014,657166
3294,437729
1954,280543
2784,582883
2021,300224
1498,529968
2925,392544
1858,621561
2918,604092
3194,224817
1782,603071
2872,195602
3418,603055
1033,344391
981,480342
2837,619723
3367,311303
1840,289657
3282,177464
897,203246
2638,185949
2408,207628
2793,495329
1369,697904
1517,603589
2688,468217
1490,325737
2998,495638
2731,332177
3230,293250
1269,627629
1093,270542
2505,217470
1275,654812
1873,624714
1756,487460
2532,617202
2443,164190
2704,321657
3359,438943
2523,550902
933,160113
2903,558277
3259,530908
2556,215714
837,491259
3459,599979
2225,464620
1697,684882
2660,267259
2791,190872
3388,511798
1573,646400
1758,697296
1666,597356
3011,696038
948,697273
3366,605955
1914,330069
1399,274574
1597,351005
3411,698228
3250,430321
1408,299499
1556,488567
2458,638447
2481,595767
1389,658856
1607,152290
3373,212163
1199,255639
1534,302750
903,431898
3047,245001
2245,592425
2574,671891
957,374175
1557,315711
1538,246823
925,305338
1065,324206
2935,655340
3496,224329
1778,662369
2987,574733
3073,658307
2769,630574
1685,518654
978,474333
1779,453907
1466,269763
1339,597534
1067,361556
3218,191681
1045,396936
2748,332019
1936,573895
2504,335003
1485,525704
1229,602650
2497,696668
1786,324132
2020,488326
1524,199922
1049,485647
1281,487076
2271,158936
1859,408689
1038,507326
2443,561541
1733,390174
3269,644341
1309,698031
1201,359876
2521,526479
893,308218
2580,590074
3482,425697
2492,505923
1937,242121
958,164042
1321,490367
1044,288644
3397,229750
2760,378516
1560,655932
1204,422874
2968,322469
1893,384338
985,361054
1360,352670
2255,267900
2921,274891
1982,330110
943,468867
1653,635508
968,629542
1803,402984
1840,528068
3294,551437
1181,682357
2748,210391
1613,472384
2623,672381
2883,341369
1905,368466
855,200344
1532,455717
3445,504215
1683,529046
2789,539207
1054,646451
2159,327153
891,600460
1803,661592
2624,389356
1874,167714
3319,380634
2475,536189
1846,349358
1571,557999
952,586473
2371,554411
1087,350163
1068,435800
1650,523583
3272,438379
1597,350345
3455,319817
2140,481909
3486,295257
1962,500412
3495,178122
845,441453
1818,648059
818,386805
2590,401056
828,155398
2457,469899
3351,549499
1215,240380
2617,486191
1333,372882
2832,251277
2888,248684
949,459239
1119,447147
2265,410101
1125,170533
3294,488244
2351,481459
2058,360943
1321,655167
2136,590286
945,690850
2621,547824
2941,699417
2154,300946
3198,592072
1955,604858
1637,411283
2934,314412
2424,612489
1282,341557
1899,542526
1670,513031
2333,640547
3036,689626
2975,241744
1328,602181
2927,457983
2203,683090
2067,586689
2116,305833
1216,648128
3172,561129
823,635287
2798,248626
1855,667302
2933,599567
1700,598248
1274,684469
2368,416435
2969,551960
1002,417974
1183,299944
3464,505332
2834,325074
2946,685430
1760,311178
1156,560135
3353,244254
2094,635238
2912,268260
2690,221344
1863,586494
2049,442079
2274,686471
2737,417051
2103,290673
1936,155870
2319,335347
1220,687307
1813,657687
2835,424546
1218,607077
2888,526371
2207,308503
3447,489593
3231,495187
1819,221734
2184,326841
2763,493592
2641,372105
1601,215645
3388,326506
1693,488759
3313,571861
3328,600100
2116,287544
2061,692435
3358,622469
1617,571139
3219,153177
2850,555300
1753,365975
2757,256450
2048,685035
2979,204705
3470,303084
2160,257085
3334,187270
1189,327622
2045,697501
1641,159007
2430,152009
2924,464031
1799,684509
1266,524189
2403,244633
1639,369251
3049,362808
1699,323089
2494,270520
1449,437469
3171,373641
2779,521433
2328,344658
961,496504
1569,297585
3081,557613
1459,619085
2795,288191
1769,368850
1943,670449
2715,696585
2429,267537
1686,400527
1635,584299
867,471239
2765,434656
3369,242758
1767,406370
1442,474669
928,240701
839,279861
1103,278046
1199,343428
1194,492233
2047,289054
3032,443245
1194,262172
2760,231484
2875,160984
2822,396788
3062,649039
2050,647794
1149,660862
3297,262455
1397,281208
3143,161373
1432,379433
1195,635511
3060,410012
1139,525666
1981,338445
1188,385098
3213,689631
2411,656541
3102,450444
2758,225646
2757,272963
3096,218231
2626,188919
3090,623290
1764,212728
3093,698126
1878,438810
1543,239379
2415,682445
975,287791
3213,240248
1532,180462
1129,277202
2021,644692
1929,442426
3039,322248
1888,522086
1354,603441
2004,181519
1592,691418
2664,423280
2729,484066
915,319851
1457,291741
1842,316357
3413,286457
2933,212326
1548,679817
2740,467275
830,409222
2928,520808
3374,371055
992,332735
2396,150807
2560,169912
3163,294853
3138,333551
1145,430487
1117,324934
1261,679689
2790,217864
1751,519489
3240,451056
3493,237734
2274,264195
2019,506175
2300,290966
3113,654704
2449,541684
2975,156635
3392,652200
2429,251939
3185,542227
1998,629264
2171,351821
2201,697439
1374,586270
1952,403382
2907,613899
2636,695381
3084,194302
1494,582262
1182,672349
2698,459430
1176,485773
2432,374320
864,507568
3176,517846
3165,286791
1808,191899
3294,675081
3256,663116
2395,473903
2778,338254
1464,318493
2704,592075
2704,426059
3113,427066
2143,210929
2545,665462
3137,582173
1726,319139
1963,190056
1343,420426
1622,154439
1666,530193
1248,481011
1338,360888
1470,225803
1710,531488
1430,208718
962,433048
1531,447518
2376,406348
2241,562772
2749,658911
1729,280241
1739,619193
2552,664223
3222,517808
3052,164116
1319,461835
2738,372769
1116,181679
1467,686899
1951,396952
974,297491
1190,617391
1171,255526
1117,657989
1497,167684
1000,358530
3241,177238
2291,663961
2293,286796
2930,272021
2583,627119
3128,183843
2654,390247
3145,286610
1965,330317
2178,682933
2314,267734
3008,409434
2073,352231
2689,225122
1733,546328
2170,552850
1899,153708
2073,563652
3100,265790
1741,598134
2542,382081
3435,502060
1562,313066
1122,394225
1651,231343
1627,420040
2469,464400
1561,555862
2125,686425
2049,412112
2357,491684
1399,587420
2405,609000
3500,639755
1001,204765
2603,380351
1483,177788
993,615154
3312,480282
2962,433153
2599,570863
3395,153868
945,490621
2298,198961
1992,378796
1288,238651
2229,412276
2217,605957
1535,319408
2320,639719
1819,635367
1683,692915
3337,588314
955,516907
1244,680666
1987,606442
3158,199281
2218,596285
860,588339
1808,536278
2007,501479
1341,454538
2068,560313
1619,549467
2144,495388
2304,551781
2676,577830
1900,508849
3439,633167
2938,499862
2515,298971
3159,178174
1549,309625
3049,345795
1741,315093
2264,265352
1514,204213
2263,453819
1759,300335
2432,504717
2720,532908
1259,206470
2184,467346
3282,579235
1012,448235
3344,340796
1859,307820
3198,511680
2599,220973
3254,552593
2311,276872
2209,610811
924,546750
2219,532480
2275,231561
1411,170298
3019,514774
2755,645626
1673,446104
2891,535881
3388,191724
3434,408589
2362,471537
2558,233219
2071,300966
1632,306239
1705,177507
1466,553815
2412,309155
2293,296381
2533,443610
2552,586110
913,350959
1054,311787
1944,250703
1641,423409
3173,699601
2408,643406
1138,577571
3286,438460
2916,637694
1340,574934
2514,207316
1009,432057
1126,292698
1722,239885
1207,698159
1762,557174
3067,697505
2960,486336
3241,627344
1442,333638
3005,562546
2053,613245
990,288798
3145,587274
2737,323593
3285,542311
2786,479992
2334,202440
2511,171405
833,515722
935,620745
1759,331542
2656,364042
827,573841
1681,262944
2037,623594
1471,648854
1598,349699
857,641444
2574,224362
1841,366017
920,438951
2056,593688
2181,321498
1421,221600
1815,581798
868,557346
819,291550
2209,672744
2784,406596
1971,416110
2305,299292
2450,362773
1843,607031
2251,603615
2628,300935
3385,545251
1993,328105
828,607932
1787,436902
1221,506747
3026,456823
2171,541757
1601,676125
823,509773
2387,516230
1967,242134
1255,226522
2679,458443
1103,473919
2542,156479
1165,177827
2987,592442
2602,520321
1479,425415
2799,289708
1311,295556
3447,193124
2750,496034
3467,169919
1348,358315
1191,369772
2980,586396
1109,211595
1341,421737
1893,600702
2457,356962
2508,356857
1924,458951
3059,339646
3244,428347
1339,302088
2497,363369
955,637033
2144,338648
2607,605252
1686,497607
1602,472420
1051,224712
1190,421932
2686,465664
2482,599237
2694,474387
3268,405560
1970,405950
2122,579470
2557,254177
1734,302771
3428,506262
1153,275506
3130,225777
1477,320099
971,364539
2153,232141
2139,669706
1664,298453
1847,596619
1496,368528
1387,377422
1824,581206
1319,680959
2862,213104
1408,639767
3233,350187
1152,450250
1800,683510
1672,229871
2536,262135
1135,631005
1359,340914
3073,579553
1704,379250
2127,541500
1465,653674
1876,454717
1892,506090
3068,554288
3471,285508
1342,319458
2548,195927
2320,288226
1541,508374
2622,652331
2615,210245
2103,367273
3064,643583
2278,465110
2786,195429
1568,200072
1711,256061
2157,196114
1665,494040
1847,543254
1462,690647
3415,416975
2327,206800
1624,198993
3028,609896
1627,681192
2544,265513
3219,567873
2103,586369
1798,312729
1102,379839
1102,663169
1773,362871
3374,185308
1940,658904
3332,576160
1716,602567
3243,356500
1858,273699
1373,525255
2280,276921
1235,365338
3350,391291
3399,397807
2309,525216
3076,432481
1751,476267
3210,465685
2190,673501
3327,476755
1078,344091
1286,581844
1375,410414
2893,213962
2064,241778
1388,233902
1296,229560
838,277285
2104,465282
2478,235365
1644,485475
1621,447263
3446,274059
999,222832
826,192104
2417,273512
3083,522907
2121,545655
2274,663008
1802,670673
3056,437453
1639,511243
814,561685
992,397071
1654,661158
2443,691143
2581,182881
1802,577992
2256,415245
3398,655389
1597,293082
1200,672419
2830,153006
1439,631778
2153,214267
2628,199403
3417,494241
1031,513630
