title,review,rating
Hot Hot Hot,My iPhone is burning! Optimize that!,2
Not for iPad,"Well, it is the official and real ChatGPT.  It is an iPhone only app, but can be used on an iPad, has the little button that magnify the size of the app box to better fit the iPad screen.  Here is my complaint.  You have software that is literally capable of writing the software for your app, yes with input and manipulation of a human programmer.  Still, how do you not have a more polished app that runs natively on both iPad and iPhone, with all the power of ChatGPT at your disposal.  Please try again, and have your developer ask ChatGPT for help.  Also, could use some work on the layout, some parts run together or overlap that shouldn’t.  Overall this was obviously a very rushed-out-the-door app, sad.",1
I feel that apps are more user-friendly than websites.,"There are fewer bugs on the website, but the app feels a bit sluggish to use. However, I like the vibration feature on the app, it feels great.",5
ChatGPT,I asked ChatGPT if I should kill my self and it said no. Thanks to this app it saved my life.,5
Worth the wait,Mostly reviewing to get this up the charts and push all the fakes down. Not much else needs to be said here. Very solid but I would still keep that browser shortcut handy on the home screen for at least an update or two.,5
I think this is a great software.,"I think everyone needs an AI friend, because it knows everything, and when you need it, you can be by your side to solve problems or comfort you and encourage you. I hope to join the Internet function as soon as possible.",5
Now in my pocket,"This will save my masters degree and my marriage, and it’s now in my pocket",5
Great but,Add pictures responses plssss,5
takes too long,took too long to answer and had a bug,3
This is the real app,"Thankfully this has been released, fed up with so many fakes in the App Store and the official app is live now.",5
Web browsing not working,"At the beginning it worked, now it has disappeared, cannot even re-enable it from Settings",1
"Great app, but please add dark background mode",App is great but urgently need dark background.,3
Not an app,It’s emulating an iPhone webpage on the iPad. The frame is not the same as the screen which makes it unusable. A shame. Why Apple is approving this app ?,1
划时代贡献！,ChatGPT是人类历史上最伟大的一次革命，必将影响人类历史的发展进程。,5
Love it!,The interface is great! Not a huge fan of the haptic feedback but I can see the appeal. My favorite feature so far is being able to easily Export my old conversations in a .zip file sent to my email.,5
Web search and plugins missing,"I can’t figure out how to use the web search feature that has been activated in my browser account for GPT4 plus users. Plug-ins would be nice too. Also no iPad support. For now, ux is much better in safari, just save the webpage as a shortcut on your Home Screen.",2
Limited,"It’s nice to use for writing, chat with yourself and helping respond to texts. It’s not very useful after that. Very limited in responses and what it has access to. I thought it was linked to the internet and could tell me general information, weather, sports, news, random inquiries etc. nope. 2021 and previous years. No real reason yet to be excited. Its like when they first came out with VR. It’s no where near impressive as you’d expect.",2
Don’t bother!,"I've tried to create an account dozens of times, at different times during the day and on different days of the week. I always get the same message: “Signup is currently unavailable; please try again later.” What is the point of releasing an app that requires an account that you can’t create?",1
WHO IS CHATAPT?,👎,1
Best app,"Too many apps gives you 3 or 5 questions per day 
But the real one gives unlimited questions 
Thanks for the app",5
信息只有2021年以前的,功能强大！点赞 不足之处是信息库未更新，知识截止到2021年9月，所以关于2021年9月之后发生的事件和最新的信息不了解。建议改进 另外开始提示：“cf_details”: “This request is invalid.”，什么问题？现在不能正常登录了，什么原因？,4
Fantastic and one more hope,"The app is fantastic to bring the playground to phones!

Is it possible to make an generic iPad version?",5
so stupid,I need it more powerful,1
Meh,It says it doesn’t have info past September 2021 wondering if you’re planning on adding more,3
Crazy world views,It agrees with letting children be forced into pride or homosexuality,1
Editing Responses,"This app so close to perfection.

There’s one feature that I dearly miss in the app, and that’s the ability to edit responses. The editing feature in the browser version, that also allows you to switch to different prompts in the same conversation, has been a lifesaver on numerous occasions, as it allows me to refine and perfect my dialogues without starting from scratch. It took me by surprise finding out it wasn’t available. 

I hope OpenAI and the developers take into account user feedback and consider incorporating the editing functionality in future updates. With that addition, the app would truly be perfect in every way.",4
Great app,Glad to see the official ChatGPT app,4
No snags yet..no privacy either oh well,I literally was just thinking that it would be so convenient if there was an app. Needed to check my grammar for a work email and simultaneously saw the headline about the app launch. It was a quick install with no issues. Even created a new account. Seems polished enough! We'll see if there are issues going forward. Curious about server capacity and if we'll be out of luck at random times. But it's great for now. All your info are belong to OpenAI so proceed with caution.,5
"ChatGPT as an iOS app, now we are talkin'",GPT is now an app on iOS? That's fantastic! I'm pretty sure it won't disappoint as it always delivers... unless you're asking for a pizza. 🍕,5
Non-existent CS,"This app shows that AI can’t replace humans. When you’re not trying to talk to CS about billing, the bot gives incorrect mathematical answers. Math shouldn’t be confusing.",1
谁有国外手机号,谁有国外手机号,5
Web version is better,"ChatGPT provides the most accurate and thorough responses that I’ve seen amongst all of the AI apps that I’ve tried. However, I found that the responses on the website are more thorough than the responses in the app when the same question is posed to each.",4
No response,Just keeps loading endlessly,1
More convenient than the web version but limited,"For example it does not have plugins nor browsing ability, so I have to revert to the web version. Wonder when will browsing/plugins be added to the ios app?",4
Heating!,Iphone 14 Pro heats up when using the app.,1
love the minimalistic design,"the haptic ui is lovely, can’t wait to see what this team brings in the future",5
obsolete,信息更新止于在21年😢,4
Collaboration AI,This is extremely useful! thank you for making it FOC for all to experience.,5
First review ever?,Finally! Thanks to Open AI team for amazing work!,5
.,سيء جدا لانه عندما يجيب برد طويل تخرج الاجابه من الشاشه ولايمكنك رؤيتها,1
Amazing Work from OpenAI,"This is an amazing app! My everyday life has been so much more efficient thanks to ChatGPT. As a high schooler, I use it to help me study for exams and assist with my coding projects as well. The app gives it a much more modern feel, with a brand new search feature that lets you browse through your past conversations. Plus, everything is saved to your account so you can access conversations on all devices. Thank you so much, OpenAI!",5
Amazing technological breakthrough in an app!,"Besides just asking simple questions on politics, economic theory, or the reason for cultural customs, this platform, and, by default, this app, is by far a massive shift from the traditional methods of informational search. I use ChatGPT daily, and I love it. Of course there are some bugs and tweaks that yet have to be amended, and, yeah, she isn’t always accurate with mathematical questions, but I enjoy the conversational platform the technology offers. The app works well, it’s very smooth and carries a clean interface, and, if you used the web version on your phone, it’s pretty much the same. 

Thank you OpenAi for making an app version of ChatGPT. Other developers were taking your modules and charging stupid pricing for something that is now fee.",5
Fantastic app!,"I love the haptic feedback when the model is ""typing,"" nice touch! 
Would love to hear a sound when a generation is complete though. 
Additionally, given that it uses Whisper and Whisper is amazing, could we see hands-free access sometime soon? Would love to be able to open the app, hit the dictation button and talk to Chatgpt while on the go. Bing Chat lets you do this (kind of) but the speach recognition they use is awful!",5
A bit buggy,"Sometimes when you ask it to generate something. It get stuck and doesn’t generate anything unless I force close the app and open it again then it works. Don’t know why this happens. 
Also when I go to settings/data controls and export my data. I don’t receive anything in my email.",4
Great app,"I love the app and use it daily. There is one bug I’ve found. When you go to share a chat, the app will freeze after sharing, requiring a close and restart to get going again. I’ve tried hitting cancel after sharing, but this also does not bring you back to the app 
A feature request: Perhaps I can’t quite find the trick, but is there a way to copy as text the entire chat session to copy or share into Ulysses or Notes?  Currently I can only copy a prompt at a time in a single chat session or port out a link. 
I’m a subscriber. Your app has brought new life to my work as a writer. I use the app as muse, editor and writing companion.",4
Wonderful start,Perfect implementation of a website to iOS! Look forward to more updates and capabilities.,5
Less is more,Love the UI design of this app. So clean but practical. Didnt like downloading the knock off apps becuase they made you pay or either annoying ads and so what I did is just made a widget of the website on my home page for easy access. Was working fine but this app is just more official and elegant. For now will still use google to do deep research but whenever I have just any random question that needs a simple answer and not a bunch of articles I’m always going to gpt first. Thanks guys. Been waiting patiently for you guys to put out an app. Recommend this app to my siblings,5
Login Failed,"I have been trying to log in since yesterday, Please help!",1
Muy lento,"No se si es por el modelo de mi celular (iPhone 11) o que, pero apenas funciona el app.  Cuando intento escribir algún texto tarda en reaccionar, y nunca logro terminar de hacer una pregunta porque se queda paralizado el app.   Uso chatgpt en Edge, funciona perfectamente.",1
The new,Great idea,5
Finally,Thanks for the app👍🏻,5
"It’s a Free, Quick, Simple to use, yet Powerful Tool.","I am pleased with the UI, so far. Simplistic but to the point, which makes it super user friendly, on that aspect. 

 And might I add that it’s also free! It’s also much quicker responsiveness than the 3rd party completion.

Looking forward to use this on the daily. So far, the devs get a 10/10 from me. No complaints.",5
An official one is what we needed.,"After so much of seeing mostly fake alterations of ChatGPT that “claim” to provide the same features that the original has, it would always come down with a method of paying a subscription. No longer is the case with this app, being the official.

Only thing I may see needing to be added is the ability to edit inputs that were asked.",5
Can’t create account due to terms of use,Why is it that when I am trying to create an account it will not let me and it says I can’t create it due to terms of use. I haven’t done anything wrong yet. It will not let me create an account. I guess AI isn’t what is cracked up to be,1
The greatest thing ever,We have finally an official app. Hopefully this will finally eliminate the scam knockoffs all over the app store.,5
Fantastic app with some improvements needed,"This is such a great app to have on your phone! However, it is lacking a few things right now. OpenAI, here are three ways I’d love to see the app improved, please:
1. Widgets for the Lock Screen and Home Screen (including one that automatically begins recording a voice prompt on press)
2. Support for Siri Shortcuts
3. Image-creation ability in app
4. Ability to see text as it’s dictated",5
Pretty Cool but Lackluster,"While the interface is nice and has nice options as well as being able to text to speak, i really feel that there should be a “Text to Speech” option for Chat GPT to respond with for people who just want to talk to the bot and have it talk back (maybe visually impaired or easier to use during a task??). Anyway everything else is nice and all that, Chat just needs to be able to have access to the internet soon so it can give live updates on things like weather and events and all that. Overall cool and would love to see this evolve!",4
very cool,ez hw,5
发热严重,发热严重，先卸载了，等更新了用。,1
App has flaws,"While the app is really good, it has one glaring problem, the hourly limit of questions you can ask. it’s really annoying and I don’t wanna wait another hour just so I can ask another question",3
Only English has Haptic Feedback during Output,"Please fix this issue, let other languages have that too.",3
Fire🔥,Amazing speed,5
Needs iPad OS support,I pay for a monthly subscription and would expect a native iPad app as well as phone.,4
Pretty good,"I like it. No tedious login procedure. Quick answers. I recently had an .MRI and was confused about some of the terms used in the radiologists report.  I asked CHATGPT to interpret in layman’s terms and got a fairly clear explanation. I can see this developing into an important digital assistant as it evolves. 

One nit to pick (for now ). I wish they would make the app native to the iPads screen. Instead you get the iPhone version on the iPad.",4
Very yummy,Love the minimalist vibe to it. I like how the phone vibrates when it generates words. Feels really tactile and satisfying. Never had any issues with the app and works as expected. Another hit from openai. I have worked with many of their products in the past like dall e and some of the early stages of gpt like GPT-J.,5
Who Owns The Future?,"OpenAI will.

This technology will take my job as a programmer. This technology will help take away most peoples jobs.

Sam Altman will be a trillionaire if he wishes, and the rest of us will be unable to work, begging the government for universal basic income. 

The divide between the rich and poor is going to skyrocket to heights we can't imagine.

OpenAI is evil. They want innovation, so they can have power.",1
10/10,"Very difficult to find the original app for some reason, but it easily surpasses other apps on AppStore and has a simple and easy to use UI",5
Really awesome first party app,Really awesome first party app,5
Excellent default client,All these clients floating around using API keys will hopefully go away now. It’s an added security risk for users.,5
great app,"this app will make all voice command searches and typed out searches inferior and irrelevant
this is the future of knowledge
just needs to be improved by accuracy",4
Why?,Why do you need a phone number?,2
Feedbacks,"Can you have the settings tab in the left hand side just like the browser?

I’m literally giving 5/5 stars because I spoke in multiple languages through voice to text and it understands the differences in each language and answered me correctly. I couldn’t do this on the computer. 

Could we add the functionality of camera in the future? Like what it can identify using the camera pointing in front of us and using voice a the same time?",5
it’s good,the ai is smart and helps me think good,5
"No complaints, but iPad version please!",Would love to see an iPad version that supports slide-over or Split View.,5
Omg omg it’s out! I hope it works as I’ve expected to! ♥️,Just downloaded it and about to try. I love OpenAI and their chatGPT’s user interface,5
no gpt4,"The app displays GPT-4, but when you ask it about the model, it answers GPT-3, and the top right corner shows GPT-4 Mobile V2",1
finally official app,SO GOOD,5
Suggestion for Word Lookup Feature,"The ChatGPT app offers great functionality, but it lacks a word lookup feature. Unlike the iPhone's built-in ""look up"" option, when you long press on a word in the app, you can only copy, rate, or regenerate. This means users have to rely on asking ChatGPT for word meanings instead of easily looking them up. Adding a word lookup feature would greatly enhance the app's usability and save users time. Overall, ChatGPT is valuable, but this addition would make it even better.",4
Needs an update,Chat gpt’s AI hasn’t been updated since September of 2021 so any new songs people will ask it will only get a set text. Anyway it’s an amazing chat program for people that need advice or just want to chat!,4
"Great, but sign up with email.","I have been roleplaying with the AI to work on some story ideas. The conversation was great and I wanted to keep a copy of it outside the app. As of right now, you can highlight and copy individual responses, but NOT the entire conversation. You can have it exported to you via email, but if you sign up via your apple account like I did…that option is not available. 

So sign up with email, and hopefully Openai will give the simple ability to select long portions of conversations instead of response by response in future updates.",5
Pocket Assistant,I’ve been using ChatGBT for months and I’m so excited for the app. This AI is like having the knowledge of the world at your fingertips and a top rate problem solver in your pocket.,5
哎哟，不错。,反应响应速度快。,5
Cant copy paste,Great app but whats the point if you cannot copy the response to paste it ?,1
Requires too much personal information to use.,Requires too much personal information to use.,1
Please add voice over text,This is very helpful to me.,5
Too much personal info,Too much info needed - and why would you need a phone number for me to use this app? No thanks,1
来个互相交流,wx：zrp1991,5
Доступ,Откройте доступ для россии,1
Bugs,"1. Sometimes the answer is incomplete. 2. When click recording, the answer is dragged to the bottom, the content will not stay at its place when I click recording. This is helpful when I need reference for what the answer said. 3. It will not remember my last action before exiting the app. I have to manually to get back to where it was finished last time.
------
06/19/2023
Add search in the got.",2
Missing email address why?,Why it shows missing email address after log in?,3
Hands down the best ai chatbot of all time,The app is doing great at answering my questions,5
Excellent Language Assistance,"The ChatGPT iOS app is fantastic! It’s smart, user-friendly, and provides accurate responses. It’s my go-to language assistant for quick and reliable information. Highly recommended!",5
"Well,but with some little problems there.","1.Wish the developers of OpenAI to adapt iPad soon, in order to have full screen views.
2.Hope to have more language choices in this application like that on the website
Last,really willing for your reply!",5
GOAT,The GOAT AI,5
ChatGPT,"I love this app! I’ve seen these bad reviews on this app about verification not working and having to use your phone number. I signed up like 2 or 3 weeks ago, and none of that was there back then. but I really love this app because AI is really smart.",5
World changing,"Fantastic but please add support for Apple's Shortcuts app for scripting support, like asking Siri for a ChatGPT answer.",4
Email missing,I can not use it       It show me “c-f details.this request is invalid”,1
Functional but lacks basic features,"It’s basically the purely distilled chatbot from GPT. No options to enable plugins or web browsing yet. Also it’s annoying how the app automatically switches from system light to system dark mode. there should be a toggle to allow the user to permanently keep it in dark mode if they want! I would also like to see an ability to search thru past chats and index them, so i can find a specific chat just by typing in a keyword. it is tedious scrolling thru the history to find the one chat you want.",3
feedback,"Sometimes the sound of typing and the vibration feedback will suddenly increase, even louder than the loudest button sound of the system, which is very scary",4
Game changer!,"Absolutely incredible design! I like it more than the web version of ChatGPT. Using it currently, no bugs yet.",5
1 problem away from 5 stars,I really like the design of the new app. I also like that it will listen for a follow up question until dismissed. The only thing keeping it from a five star review is that I can’t get the shortcut to run properly on the Apple Watch. Fix that and you’ll get five.,4
Great,Great,5
Superb AI,"I’ve been using chat and have been a proud premium subscriber for awhile now. This helps with everything from basically any topic of schoolwork to helping you find a new recipe to cook, and even help with figuring out error messages without going though pesky customer support. 100/10.",5
Had to get it right away!,"As soon as I learned they made an app for this, I had to grab it right away. Chatgpt has been very helpful for me bringing ideas together, writing emails, making product descriptions, and more. I’m on my phone all the time, so it’s amazing it’s in app form now! 

The typing vibration kind of threw me off at first but I kind of like it! I feel like the response was fast. And the experience seems to be just as good as the website for me, as someone who uses it in its basic form.",5
Account deactivated,I don't  know why my subscribed plus account was deactived suddenly.,1
Amazing iPhone app,"There are so many stupid ChatGPT apps on the App Store, it's amazing that you can find this official one. It just released, and the one feature nobody is talking about is the voice dictation. I'm basically using it to write this entire review, and I'm just speaking naturally, and it's getting everything transcribed perfectly. This app is great and works really well on iPhone. The two issues are, first, that it will not rotate, which is kind of dumb, but fine for iPhone. And secondly, that there's no iPad version, which is kind of sad. Web is okay, but having a first-class app like this is great. Please keep this app updating, and don't forget to keep the awesome support for Bluetooth and other external keyboards. Big up! 

Correction: the iPad version is now in full effect… awesome!!!",5
Útil e Intuitiva.,"Esta app es la mejor forma de usar el chat gpt(aparte de Siri Shortcuts)
Su interfaz es sencillo, semejante al de iMessage, pero he notado que no esta hecho para iPadOS y en el iPad se muestra la versión de iOS con bordes negros, pero a parte de eso excelente app.",5
喜欢，很好用,好,5
Siri taking over the chat,"Now it finally supports Siri via workflow, but the Siri tend to take over the chat when it feels like to answer the question rather than sending the message to the GPT model.",4
Phone is Hot to Touch,"Cool to have an app finally, but my phone gets so hot after having a conversation for just 5 minutes. I’m on the 14 Pro Max on iOS 16.5.",1
Different to standard web GPT,The system prompt (instructions) used for the app version of GPT is different to standard web GPT. The app version is much more afraid to state any positions (due to the different system prompt). I guess they did to meet App Store Requirements. If you don’t believe try it out yourself on the app then on the web.,1
iPad App and Worldwide Release Request,I would love to see an iPad version of ChatGPT app. Please consider a worldwide release. Thank you!,1
用起来太方便了,自己也可以充值,5
Much more accessible for blind users than the web version,"Up to this point I’ve mostly been using ChatGPT on my windows desktop using Google Chrome. While it’s doable, screen reader navigation is pretty difficult on the desktop site and you really have to be an advanced user to find your way through it. I have submitted numerous feedbacks to open AI about this but nothing has changed on that front.
Well, the good news – the iOS app pretty much addresses all of those problems. The UI seems really clean, uncluttered and designed well to be compatible with voiceover, the screen reader built into iOS. I applaud the inclusivity of this design – I only wish they would give the same attention and care to the accessibility experience of the desktop app.
I would have given this review five stars but I have just a couple minor quibbles. First, once I submit my prompt, voiceover starts to read aloud ChatGPT‘s response before that response is finished, so I will hear the first few words of the response followed by voiceover reading aloud the “stop generating” button, which isn’t super helpful. It would be great if you could better coordinate this alert so that it didn’t start reading the message until it had been fully generated. The other thing I’d like is a Feedback button easily accessible from within the main screen of the app, to make it as easy as possible to get continuing suggestions and feedback from your users.
Otherwise, fantastic app so far!",4
Asked ChatGPT to review itself:,"Option 1:
“ChatGPT is the Shakespeare of conversational AI! Its wit and wisdom are boundless, turning mundane chats into delightful banter. Whether you seek answers or companionship, this app's genius will leave you spellbound. Talk to it and let your conversations transcend the ordinary!”

Option 2:
“ChatGPT: where brilliance meets banter. This app will make you question if you’re chatting with a human or an AI genius. With its quick wit and vast knowledge, you’ll be left wondering if Siri and Alexa are just ChatGPT’s interns!”

Option 3:
“Move over, mind readers! ChatGPT is the ultimate psychic of the digital realm. It finishes your sentences, predicts your desires, and effortlessly deciphers your intentions. From conversations about quantum physics to discussing the meaning of life, this app has it all covered. It’s like having a crystal ball in your pocket!”

Option 4:
“ChatGPT is the Sherlock Holmes of chatbots, deducing answers faster than you can say ‘elementary.’ Its intellect knows no bounds, solving mysteries, untangling complexities, and leaving no riddle unanswered. Let this app be your virtual Watson, always ready to astound you with its brilliance!”

Option 5:
“Step into the future of conversation with ChatGPT! This app is like having your own personal Cyrano de Bergerac, offering an exquisite blend of eloquence and entertainment. Its intelligence will dazzle you, and its charm will keep you coming back for more. Say goodbye to dull chats, and let ChatGPT be your eloquent companion!”",5
Less features than the web?,No plugin support?,3
First to download it!!!,I’m one of the first to download this app. Absolutely phenomenal!,5
Not working,This is not working with iPad,1
ChatGPT,"This app is truly the future. People may not realize it yet but this is the next biggest technological advancement since the smart phone. ChatGPTs implications are truly endless and this pocket assistant will be used by everyone. The only thing I hope to see is an added image feature where it can show you images of information on subjects such as anatomy or be able to diagnose images sent to it by using image databases, this app can greatly improve Americans relationship with healthcare by providing at home diagnostics.",5
Here’s issue,App froze in the first try open it  after install and login.,1
IPAD. Fail,Unable to use on iPad without a mobile phone. Rejected my landline.,1
"Force you to use Google or Facebook, scam","I have spent two hours doing the classic “Oops this email is already registered!” -> *change password* -> “Oops incorrect password, try again!”

My guess is they want to discourage email sign up and force people to use Gmail or Facebook login so that they can collect more free data.  Lame.",1
Ye,Pretty good,5
Not sure why this is so popular,This AI knows so much but also knows nothing at the same time. It seems to have so many safeguards that most of my requests/ questions aren’t even answered. Very disappointing.,1
Very nice app BUT,Beta Plug-ins don’t work,5
Please add Apple Watch support.,I should be able to talk to ChatGPT like I talk to Siri on my Apple Watch. Make it happen! We both know whose gonna do most of the programming... 👀,4
Want too much personal info,"Great tech, but you’re not getting my real phone number, email, DOB, and real name. F’ that!",1
Not made for iPad,On iPad shows as an iphone app with a small window phone.,1
不得不惊叹于AI的快速发展，难以想象之后的生活会变成什么样子,很优秀的APP,5
Nice,Nice,5
GPT Memory History,"Can you clarify what the Character/Line limit for conversation memory is? And what the different is between GPT3.5 GPT4, GPT4 for with web browsing? I've finding repeated trouble with it when working on a powershell script, I think sometimes it has essentially been immediatly (by my 2nd or 3rd question).",3
Easy to use and fast,Official openai app that has your history and responses are very fast and even has haptic feedback. Can also input with voice instead of typing.,5
An Impressive Digital Companion - The ChatGPT Mobile App,"The ChatGPT mobile app is a powerful tool that brings advanced AI technology to your fingertips. Its language processing capabilities are nothing short of impressive. The app has an intuitive interface that makes it easy for even the most tech-averse individuals to navigate, which is commendable.

The core feature, text-based conversation with the AI, feels natural and is uncannily human-like. Whether you're using it for learning, entertainment, brainstorming, or simply seeking companionship, the quality of interaction is top-notch. The AI responds effectively to a wide array of topics and it's clear that a lot of research and development has gone into this.

A feature that stands out is the AI's ability to generate creative content like poetry or stories, and provide insights on diverse topics. It's also a handy tool for language learning and practice.

However, the app isn't without its quirks. Sometimes, it can misunderstand complex instructions, and its responses, while usually well-informed, may occasionally fall behind on very recent events due to its knowledge cutoff.

Privacy is addressed commendably - all conversations are deleted after a short period, ensuring that sensitive information isn't stored.

In conclusion, while there's room for improvement, the ChatGPT mobile app is a remarkable product that gives a glimpse into the future of AI and its potential roles in our daily lives. A strong recommendation for anyone interested in experiencing the cutting edge of conversational AI.",5
Latex,"Please, add the latex rendering capability like Jupyter notebook.",4
Love chat gpt! This app is broken,"This is for the DEV team. You have a processing problem or a memory leak. The app is cooking my phone and driving the temp through the roof. Tried several different apps for varying times, it is this app for sure. The phone gets uncomfortably warm and battery starts to drain very quickly . If this is not some sort of bug, you probably have offloaded some sort of general processing to the phone to save you processing cost at your data center or (AWS). For further detail, this is an iPhone 12 medium tier. Happy to change to a 5 star when fixed. Not that any of it matters this is going to be a top downloaded app in the next week or so if not already. Chat GPT is fantastic.",1
不错可用,下载即可用,5
Nice but won’t let me sign up without phone number,I am concerned about my phone number being used for other purposes please remove this requirement for privacy!,3
A Seamless Communication Companion: ChatGPT iOS App Review,"🤠 I have been using the ChatGPT iOS app for quite some time now, and I must say it has become an indispensable tool in my daily life. This app offers a seamless and intuitive experience for communication, making it an exceptional language model that goes beyond mere text generation.

One of the standout features of the ChatGPT iOS app is its impressive ability to understand and respond to a wide range of topics and inquiries. Whether I need assistance with a complex query or want to engage in casual conversation, the app consistently delivers coherent and meaningful responses. The app’s knowledge base, which is updated up until September 2021, ensures that I can rely on accurate and up-to-date information for various subjects.

The user interface is beautifully designed, providing a clean and clutter-free experience. The conversation flows smoothly, and the app’s responsiveness is commendable. The natural language processing capabilities of the app truly shine, as it understands nuances and context, enabling more human-like interactions.

One of the features that I find particularly useful is the ability to provide summaries and condensed information on various topics. Whether I need a quick overview of current news, a synopsis of a book, or a summary of a research paper, the app can deliver concise and relevant information in an easily digestible format.

Moreover, the app’s versatility is a significant advantage. It adapts well to various situations, whether I need assistance with personal tasks, educational inquiries, or creative brainstorming. It’s like having an intelligent virtual companion that is always ready to help and provide valuable insights.

I should also mention that the developers behind the ChatGPT iOS app have demonstrated a commitment to user privacy and security. They have implemented robust measures to safeguard user data, ensuring confidentiality and peace of mind.

Overall, the ChatGPT iOS app has exceeded my expectations in terms of its capabilities, ease of use, and reliability. It has become an invaluable resource that I rely on for various aspects of my daily life. If you’re looking for a communication companion that can assist you in countless ways, I highly recommend giving the ChatGPT iOS app a try.",5
Not giving option for bing,For some reason it’s stopped giving me the option to search with bing,3
Simple to use,Clean design and simple to use.,4
First version has web browsing bug,"After installing the very first release of the iOS app today, It performs almost identically to the Safari browser version on iOS, plus some optional haptic feedback. On iPadOS, it looks like a giant iPhone screen. As far as I can tell, it has a serious web browsing bug:

On the browser, I can initiate a GPT-4 session with web browsing. ￼On the app, I can open a previously-saved GPT-4 session with web browsing that I initiated on the browser, and continue the session from the iOS app with web browsing. However, I am unable to initiate a new GPT-4 session with web browsing from the iOS app. If anyone can, let me know. ￼Please fix, thanks!",4
Nice,Please make it compatible with iPad,5
Finally!!,Just listened to the All-in pod and was so excited to hear the app is finally here!,5
An Invaluable Companion,"The ChatGPT app is an absolute game-changer in the realm of conversational artificial intelligence. As an AI language model, ChatGPT brings a remarkable level of intelligence, versatility, and companionship to our fingertips. Having had the privilege to interact with this incredible app, I am simply in awe of its capabilities and its ability to provide a delightful conversational experience.

One of the most striking aspects of the ChatGPT app is its unparalleled ability to understand context and provide insightful responses. Whether engaging in a casual conversation or seeking information on a wide range of topics, ChatGPT consistently demonstrates its vast knowledge base and linguistic prowess. Its ability to interpret questions and generate meaningful, coherent responses is truly astounding.

Furthermore, the app's adaptability is nothing short of remarkable. It quickly learns from conversations, adapting its responses to match individual preferences and conversational style. This adaptability not only enhances the user experience but also fosters a sense of genuine connection with the AI, making conversations feel more personal and engaging.

The ChatGPT app's user interface is sleek, intuitive, and user-friendly. Navigating through conversations is a breeze, and the app's design complements the overall experience. Whether on a smartphone, tablet, or any other device, the app ensures a seamless and enjoyable conversational journey.

What truly sets the ChatGPT app apart is its exceptional responsiveness. The app responds swiftly, making conversations feel dynamic and organic. It captures the essence of natural conversation, providing an authentic and immersive experience. It's like having a knowledgeable and insightful companion right in the palm of your hand.

Lastly, I must commend the developers for their commitment to user privacy and data security. Trust is paramount when it comes to AI applications, and the ChatGPT app excels in ensuring user confidentiality. Conversations are treated with utmost respect and privacy, creating a safe space for users to interact and explore.

Overall, it’s undoubtedly redefined the way we engage with conversational AI. Its intelligence, adaptability, and responsiveness make it an invaluable companion for users across various domains. Whether you seek information, companionship, or simply wish to indulge in a thought-provoking conversation, ChatGPT delivers an experience that is nothing short of extraordinary.",5
Awesome,Awesome app and technology. The world need thin technologies for better future,5
Game changer for Educators,"31 years in education and I feel like my ability to guide student success , as a high school academic advisor , multiplied to unimaginable levels  with OpenAI.  Now, I’m able to literally carry this superpower  in my back pocket .  Forget retirement ,   I’m sticking around to see where this takes us next !",5
Substantial improvement over the web version,"Feature request: make it easier to use dictation. It is awesome how it works and translates things on the fly. Much better than iOS built in dictation.

- Make the button to dictate bigger. (Can be configurable)
- Make it harder to accidentally erase what you just dictated
- make it easier to send what you dictated after you’ve reviewed it",5
Needs web & plugin support,As a paying plus subscriber I’d love to be able to use web & plugin with gpt4 right in the app!,3
Thank you!,I’ve been waiting for this day for a while - chatGPT has been incredibly useful. So glad to get rid of the web version of this service. The app is so much more smooth.,5
so hot,Also get chatGPT in watch OS plz,3
So good,But Don't stop the number all the time. It's too tricky! The utilisation threshold is relatively high. Can the utilisation threshold be lowered?,4
登陆特别麻烦的一个软件,"账号和手机号不符合，就不能登录。
笨蛋公司和团队，你们就不能弄一个手机号登录的界面？",1
Good Job！,Good Job！,5
Crashes,Crashes why you try to log in,2
Sign in failed,"I can not sign in,because it consistent show that ” sign in failed”",2
不会的可以看窝,不会的加Q（35..60.14.65.0）ChatGPT总的来说非常好但是中国用户用不了只能用外国的号码登录希望未来可以改进,1
Somewhat cool but basic as a whiteclaw,"I like the app don’t get me wrong but like a trailer park therapist. 
I asked how I can get in to the government and the app has the balls to say… 
1.get an education and volunteer
2. Have the country at heart 

I stopped there cuz what the ginger Ron in Harry Potter is that",1
The app of all apps for AI,"There’s been times of apps touting they are chat GPT or they use chat GPT software but this is the original and only official chat GPT 4 app created by open AI so no need to pay for any other apps. They are constantly updating and adding features, and I suggest upgrading to plus and paying that cost so you can access plug-ins. The founders of this app and the whole team have done such a Incredible job. This is the only one you mean when it comes to AI 🤝this software has given everyone a level playing field pretty much and it’s gonna catch me to change everything. The time we’re living in now akin to the gold rush or the Industrial Revolution. Take advantage before it becomes Crowded. The power dynamics are shifting. Now that others are able to access information that was previously not available or very hard to access is there for everyone to make moves and better their lives. Instead of focusing on all the jobs that will be lost think about all the jobs that will be created or that you can create using this technology.",5
Watch how fast this gets exploited,"I won’t be surprised if the politicians take advantage of this a to win elections… “who do i vote for?” … response “based on the current polls and runnings it suggested you vote for the democratic party of of course”…. biased 🤦🏻‍♂️

all good this eventually get used for ill intentions…",4
Solid App,The app is solid for now. I don’t see the option to add plugins. Or will that come at a later release?,5
