House_Size,House_Price,Num_Bedrooms,Num_Bathrooms
2833,1725733,5,2
1393,637302,9,2
4094,1686361,8,5
3937,968194,5,2
3166,2523607,5,2
1208,1017280,7,2
1975,2324288,9,4
2394,2595717,2,3
1602,257125,4,2
2486,385106,9,2
1662,2163766,4,5
3147,2626424,6,5
2427,2314405,7,2
688,620831,8,3
1450,2336757,8,5
2671,159804,3,2
794,1839442,5,1
3042,441836,8,5
2421,1345694,9,1
1707,1397426,5,4
3917,2048736,7,5
1089,831170,9,1
2559,2202912,9,5
3947,1671391,10,3
545,1884297,5,3
468,1130349,7,1
1484,2371816,4,5
562,1849093,2,3
1461,847695,4,4
1309,801480,1,4
2348,891095,3,3
1739,243432,4,3
1388,1627962,8,2
1481,2330290,6,4
2723,2078285,1,5
2869,1111005,1,4
1112,1510544,6,3
2251,1499778,1,3
1524,412786,6,5
1536,832022,3,4
4139,1100201,6,2
681,1126742,5,2
2946,1874528,10,4
3737,2442224,5,3
3579,198277,1,2
1292,1268878,8,4
476,1925642,10,2
889,318530,9,4
1738,1183580,1,1
1814,1510324,8,2
845,623990,10,2
1154,1398201,8,5
1469,2629881,9,1
3897,2746976,4,1
2201,2256774,4,2
2298,2398724,10,1
2697,1517257,3,1
2198,690214,6,4
2828,703607,6,5
457,2215338,7,2
849,1721597,2,1
3992,948289,8,4
1656,2283000,8,3
1789,2283075,6,3
1660,1594250,5,2
2890,2119550,1,5
1155,1194886,7,5
3009,1185145,9,4
1224,550366,10,3
1984,1620382,6,2
2678,873740,10,1
763,1316020,1,4
3064,1071252,1,3
2134,1697565,9,3
3719,2729773,2,1
3497,2208188,4,2
402,2186729,8,3
1833,1245630,9,4
2077,2320726,2,5
2196,1633167,8,1
1291,2444109,4,2
4134,1313155,6,3
569,2282527,1,3
2780,1181554,3,1
1801,594056,4,5
2337,960581,9,4
679,2075369,1,2
1747,981031,3,3
4044,1579102,9,2
1682,502804,10,1
2991,2097151,5,3
286,1120036,7,3
2813,1311359,5,1
1135,1272009,1,1
571,1548015,3,3
2883,771175,5,5
4048,1770009,5,5
2703,2708200,10,4
3776,2038020,10,5
4023,652767,2,1
2406,2072455,7,4
1092,900651,10,1
2761,1742492,8,4
523,2076044,1,3
3124,975589,7,1
3458,693481,7,1
987,401816,6,5
153,772181,2,4
4158,907606,7,4
1615,1242893,4,1
3353,2022602,5,1
329,835881,1,1
2870,2723777,7,5
4007,1300207,6,3
1323,432646,9,2
3784,1530726,9,1
3649,1369647,2,5
1749,611527,4,4
361,2024522,7,3
401,151191,6,3
4108,2038620,9,4
3547,1568804,1,3
1465,212731,3,1
2978,2039048,5,4
325,1795885,10,2
949,1551897,5,5
1591,1267527,6,1
4007,1863144,1,3
644,2506511,2,3
3859,1146852,6,1
3927,901513,8,1
3335,1864949,5,4
2545,1289936,2,4
1652,1990037,10,2
3110,747616,6,4
1636,1599828,9,4
1198,1745550,7,3
1423,1484169,6,5
182,1800652,7,1
1341,2162290,9,4
4038,1727152,2,4
2174,292213,8,3
2638,251336,4,1
312,2781021,3,5
2014,1322812,4,5
2390,1269142,3,3
533,2597399,5,1
251,1097621,1,3
1124,808728,5,2
1381,818170,2,1
948,2154982,3,1
3634,1627614,8,2
2475,1913164,6,2
1576,2063467,1,1
420,1647799,3,4
3434,2436661,2,1
3708,315854,2,2
570,340596,6,2
2721,1388861,4,3
2509,241581,2,2
2613,604111,3,3
3818,1922342,6,2
2604,2767134,3,5
3380,2692125,9,2
1679,2018327,5,2
2218,1773731,7,1
3246,788871,8,3
3382,1397428,5,4
2972,2231762,3,3
3819,954088,7,3
3297,877940,10,4
252,1633671,7,3
3435,1959874,4,4
1326,970720,2,2
816,138112,4,4
446,1558578,6,4
1504,2245506,4,2
4015,2464169,4,4
166,263534,1,3
1162,1708987,4,2
583,555445,6,2
3725,998562,2,1
924,2288325,4,4
1525,1250339,7,3
3508,940692,1,1
2547,203251,7,4
1793,1950537,7,4
2972,520071,10,2
2157,1387174,6,1
2600,808999,10,3
3962,1283013,10,3
2239,1994234,3,4
1457,598697,10,3
4093,132163,10,3
792,693644,10,5
3947,2716338,2,3
2668,1773338,4,3
2234,2241079,3,3
2489,2487695,5,4
3742,1427272,9,2
3200,1975330,3,5
2770,558602,5,4
1122,1242345,7,5
1764,2669780,6,1
1170,1548725,6,1
2888,2015327,1,5
1636,2180813,7,1
277,1622883,5,1
2470,2507251,10,3
2807,414175,2,5
772,339573,5,1
3842,2185427,6,4
1486,1563089,2,4
2663,597207,8,5
1901,1187378,10,4
750,1164716,6,4
3757,2571149,6,1
1355,1618707,10,1
1564,2083422,1,5
3404,384445,10,3
328,122399,7,1
1445,1923614,9,3
1388,367435,10,1
3724,1732954,4,3
317,1343185,2,2
1500,799113,6,2
1188,2237466,9,4
2314,579574,4,2
3351,922261,4,1
2482,2049916,5,1
3315,151212,5,3
467,2389910,2,4
2455,1160069,1,2
2501,988383,9,4
2593,1854834,5,5
3678,1776400,8,4
176,1008663,3,2
832,214899,9,2
2049,1693617,8,2
879,952753,8,2
3149,205291,9,2
3048,397413,1,5
604,1247293,3,1
1422,778102,10,1
1217,1432969,7,5
3320,1852660,1,4
860,1666426,5,4
3299,1366146,9,4
2003,568400,3,3
4022,1788492,2,1
1074,528638,7,2
2724,2075402,8,5
1675,1244859,2,1
3997,1756489,7,1
1002,1062176,8,2
391,2294981,3,2
2374,2442841,6,2
2207,1626307,7,4
1267,2536009,4,3
1102,722072,4,4
2925,508637,10,3
2334,2065526,2,5
3491,1392883,6,5
3812,1062221,2,1
476,656319,1,3
3309,485305,1,5
586,133688,10,1
2112,1314207,8,5
2160,2761182,7,4
2762,318212,4,2
2223,1921423,8,1
1691,365864,3,1
782,2145386,10,5
1010,379471,2,3
2238,1413560,3,2
1931,182147,8,4
3326,1628426,5,4
830,1638713,9,2
1538,2195439,7,4
2729,973447,7,1
2595,2183508,7,2
360,2232119,2,1
3203,2566109,9,2
625,1048231,6,1
1446,609210,4,4
652,1166911,6,5
1829,1264537,6,4
2514,824949,6,3
4083,2018972,6,1
3901,1103592,8,2
3291,1443769,5,3
1539,2310160,9,3
163,264495,9,3
3555,391907,10,4
1641,2048354,7,1
2367,2733280,1,1
3439,248616,8,4
3776,2664822,9,4
2626,2376420,3,1
341,490512,6,4
4195,408633,2,1
4017,2430959,10,1
3051,2394644,6,2
154,1564717,5,3
2251,173231,7,1
174,2432152,6,5
3942,912080,4,2
170,1447391,9,1
3315,1748076,8,1
1902,400114,9,5
759,1628476,4,5
990,971468,10,1
510,658907,7,1
2413,665155,5,5
3820,1048322,6,1
2495,1359063,10,1
3986,1906947,4,5
3333,1137459,3,5
1952,2361807,5,3
2584,642293,4,5
4095,1940198,10,5
2911,1805436,6,1
2541,1369520,10,1
3308,2401097,1,5
1092,2056395,2,2
1972,528051,4,4
775,2799143,3,1
2640,2758475,5,2
1293,493606,3,1
362,1227318,2,1
2475,745156,9,2
274,724767,6,1
2247,129789,2,5
3419,854794,5,3
3251,2717018,4,4
354,906535,6,3
432,1986446,2,2
984,360513,6,3
3094,1383990,8,1
3673,2417700,6,2
1967,1676077,2,5
3805,1791751,1,1
4054,2244602,3,3
3537,1903032,10,1
1803,1531859,9,4
1091,2324671,10,2
3526,1977176,8,1
1807,2529062,10,4
4069,733601,8,4
4042,1017211,1,2
3095,2046788,1,2
2804,405342,7,5
1359,180933,8,3
570,160804,4,4
1981,1719308,3,3
1975,2318346,1,1
2910,2171033,5,5
1082,899149,1,2
3416,2313234,9,5
4069,1131989,8,3
3155,1456453,7,5
1517,171652,2,1
1130,1982691,10,2
4116,2101379,7,5
2676,1916299,1,2
2812,1797411,9,5
1877,1491004,9,1
2175,877654,2,3
1202,682218,1,4
1627,2123227,5,5
3306,610788,5,3
988,933729,5,1
2708,1279522,5,2
704,152582,6,1
619,2762311,9,3
1388,203840,8,5
2756,1080453,2,3
348,362104,2,5
3299,881937,2,4
3034,1164371,6,4
855,1953178,1,3
2307,268668,3,3
1973,2759060,6,5
3141,1869683,1,5
2366,829966,5,3
1165,830043,6,1
1748,602615,6,1
1794,930748,6,2
539,596610,10,3
488,225161,9,1
1114,1842710,6,3
791,1035730,8,4
2131,1951643,3,4
2640,932863,10,3
2766,2689059,10,1
1441,1213979,7,2
2670,877879,2,1
1851,756270,9,3
3374,1503133,9,3
304,1268018,2,4
1463,556923,3,1
3091,1735633,6,5
2012,1114287,9,1
1184,2783522,4,5
1683,809983,1,3
1200,1830301,2,1
812,256531,6,2
2012,594747,9,2
237,691368,3,2
2060,1287557,5,3
1362,2291552,8,2
991,1990837,6,3
2331,2481718,4,1
4044,2196018,7,2
1509,1959340,7,3
4034,1463149,6,3
2091,2666984,9,2
3424,1450949,3,1
3148,1414803,4,2
3098,1069973,6,1
604,1362029,8,5
3299,1045958,2,2
2318,712624,4,3
2716,2016662,5,4
2285,2514853,10,2
3068,1396383,2,3
1719,772878,10,4
2807,134338,9,2
1631,898830,4,4
4018,1936815,2,1
928,1435053,8,4
1327,2527116,5,3
3458,986277,9,2
3523,562777,2,4
188,205235,7,3
2481,466253,5,5
2453,428104,8,1
3098,2022744,8,1
193,1279136,6,5
2228,177837,2,5
2773,2301559,1,5
628,1942723,6,5
2771,1087057,10,2
354,748225,10,4
1397,2316174,4,5
1300,2552212,3,4
961,1269617,1,2
3939,1998261,8,4
3687,1684638,8,4
594,367867,4,1
1229,708355,10,2
4016,1852572,2,1
3768,411846,6,1
2937,1715005,7,3
2274,1582770,2,4
876,835743,3,2
1861,1304509,9,5
3290,1559633,5,5
2485,2215226,8,5
1831,635944,10,1
3663,1155630,4,2
3015,1118896,6,5
2241,634162,6,3
2398,2731534,4,1
946,945625,8,5
1134,379114,4,3
770,2052765,9,3
1824,2270269,7,4
3710,1639396,5,4
1108,1826762,10,3
3387,2685803,3,3
634,2607786,2,5
3230,522401,5,3
1775,855893,10,2
978,2596742,10,4
3333,1719842,9,5
3251,1030913,2,4
2907,2634766,6,5
629,755814,3,1
1707,605592,6,4
1784,874381,2,3
1327,119423,8,4
1055,1288486,10,2
3061,454104,3,4
339,2769250,2,5
2985,589991,3,1
2431,2275341,4,5
696,2041437,2,5
1208,177652,3,3
1894,2727920,9,4
2237,1482478,8,1
1062,336970,8,3
2198,260016,3,1
606,243812,3,3
2697,688483,6,4
2287,914549,4,2
3171,1447346,4,4
3889,2335921,6,4
394,1995970,8,4
2554,1452926,1,3
1526,2484922,3,4
443,1808947,7,3
1403,1439455,7,3
1447,240445,10,2
3096,970236,2,1
367,1472021,2,5
3743,1505229,10,1
4089,879919,4,4
2890,1229230,5,3
2608,546839,2,3
297,440768,9,1
1543,1575040,6,1
4038,1302205,2,5
354,2179585,4,4
1570,1234159,2,3
1884,2289037,4,2
2768,347608,6,2
2251,2249448,9,1
154,2759290,4,4
4124,784433,5,1
4038,2196338,8,5
1538,2406415,1,3
2175,2277568,9,2
2972,1700802,5,5
2953,936473,4,2
2841,2416236,3,5
3349,2345348,1,3
4158,350095,5,1
1917,1452005,9,2
3672,2589969,4,1
2253,2726775,8,1
652,805929,9,2
3212,2195585,2,5
2371,183811,6,1
4133,825114,6,5
1241,1407250,3,5
649,2373307,2,5
456,1021518,10,5
4031,736962,5,5
376,2310229,8,5
3425,2082537,7,4
433,832222,6,2
527,1546929,4,4
2630,2530336,2,5
2343,2634988,6,1
335,2084197,5,4
3353,1355676,1,2
284,530763,1,1
3336,838393,4,5
726,2183160,9,5
2354,2235621,4,5
541,603994,8,5
3034,1267570,10,4
2625,1718148,8,4
1672,1159475,10,3
486,2694763,3,2
3156,862753,8,2
1549,1531100,4,3
2889,1968578,7,3
2423,251102,9,2
3296,2131974,1,1
2999,691882,2,4
660,1320576,6,2
2699,859374,4,3
3204,511008,10,2
1685,2591879,4,2
2686,1605272,2,4
3291,363899,10,4
3366,2389942,7,1
1728,979018,4,3
1276,2370996,7,4
2626,191177,4,2
3584,2583637,9,3
242,1975044,3,4
1855,1807480,5,1
3167,816263,4,4
1199,698093,7,2
3442,1570969,3,1
3158,2474210,7,4
4147,1890439,8,5
1742,806265,10,4
2698,2216310,10,2
2038,2079394,9,2
896,2053364,5,4
1692,138938,10,3
4080,2183133,6,2
3394,541498,3,2
594,2303529,7,5
2246,867683,3,1
1628,2645919,7,4
2826,1692493,6,4
2157,811455,5,5
1211,2570387,8,5
3741,1889822,3,5
3137,1543529,4,4
1247,2344707,8,1
2962,2375693,7,4
3902,2346591,1,4
3663,1539815,7,5
673,1191833,6,2
2106,1056207,7,1
3314,390800,5,3
1338,2366687,4,1
572,1460512,2,2
807,287246,8,1
428,2351001,3,3
2316,985269,7,1
963,230979,10,5
3687,2039854,5,3
3059,1615703,3,5
757,2626388,9,3
1289,892158,5,1
1411,1258976,3,1
707,2252593,5,3
3698,607510,7,4
1892,1257880,5,2
3703,2207906,3,2
3476,2202037,8,2
2498,941980,3,2
2360,737310,7,4
3490,2379397,1,3
2897,2548001,2,2
3031,1885323,6,5
2031,339514,4,4
3588,1007143,6,5
3132,1190433,9,5
1224,946087,8,1
1194,1430042,10,2
269,2759557,8,1
3483,1860005,10,5
3267,2612055,5,3
3862,241322,2,2
3939,220141,2,3
3139,700467,9,2
2563,1787716,9,4
3203,1943296,8,3
435,658515,8,5
815,987466,10,2
2636,1893719,5,4
1303,1466960,5,2
4097,1140526,2,2
3951,2088895,5,4
2242,2060707,9,4
2311,498372,10,1
2950,2282840,7,5
2200,743628,2,5
2971,653226,1,2
783,292441,4,1
1644,585996,8,3
3407,1958157,2,2
1428,713526,6,1
1790,2396075,5,3
826,557412,7,2
2952,1111953,10,1
153,117378,7,1
1492,259860,10,5
1145,246360,1,1
3827,2532234,10,4
1514,293910,6,5
1022,2066669,5,1
3033,2708852,2,2
3305,1894255,5,5
4159,146049,9,2
189,2597640,4,3
1377,2357238,2,1
2755,617404,6,2
3415,1541238,2,5
2881,2525965,3,5
1406,1458809,2,4
3591,2096911,7,5
569,843198,9,5
1178,953233,9,3
2964,2279315,2,1
3600,1253738,8,1
2774,148302,4,5
3278,203145,3,2
2677,1178752,4,1
1556,2322134,9,5
3856,802902,2,4
276,2388258,1,1
3755,2323402,8,5
2121,2653456,3,4
2826,561102,3,1
1850,558448,6,5
2311,1994001,10,3
957,286585,1,3
3282,1461218,7,5
725,1201685,6,1
3513,617752,6,3
3783,1389615,9,5
1807,1994296,4,2
3038,1084513,10,1
610,1894752,4,3
2408,2042271,10,2
3198,2107918,6,4
3352,2480891,2,1
3882,2654427,9,1
3262,1865981,8,5
3266,793140,6,5
2286,1802821,8,1
3910,1260409,1,1
972,773260,10,3
3052,2016081,4,4
1713,1617874,5,5
2551,2584113,6,4
2858,2758960,7,5
2629,1441044,6,2
472,2479496,1,1
2239,192860,1,5
2943,471377,3,5
2289,2120827,2,1
2567,2143043,3,1
1808,1507990,5,5
3720,1204135,7,5
1867,2012442,7,1
3454,1488299,4,5
2420,787499,1,3
1663,584114,2,2
2343,1948845,7,5
1166,2718783,7,3
998,565226,8,1
450,2411661,3,2
3497,2126493,3,4
1533,320834,5,1
794,2436424,4,1
2840,341692,7,3
2063,526423,8,2
3331,2487184,9,5
411,685780,4,1
997,1233903,9,4
3827,2401322,5,3
3317,991209,5,2
1005,2606322,5,3
1899,1666042,7,1
3408,1814740,8,4
3335,1132866,3,4
3784,725953,6,1
2591,441409,10,1
1076,2204484,6,5
2406,2757508,9,3
207,1798198,7,2
3985,2141634,1,5
3569,1644425,2,3
2990,1643827,1,5
183,1731055,5,3
499,617673,9,2
3864,1057258,7,5
3145,1127085,9,2
1028,334513,4,1
998,1550267,1,4
2310,2576284,7,5
1398,1242155,9,3
2490,2322765,7,3
2260,2100352,5,5
403,2445065,1,3
3664,256889,4,3
2036,1403818,1,2
3891,256477,9,2
1391,2532010,8,2
665,580820,7,5
2633,279579,7,2
1136,1567425,5,3
3948,2277762,10,1
408,1706626,10,4
4051,1926188,7,4
2992,559801,2,1
3935,1892435,4,3
1301,2147847,7,1
2311,518576,9,5
230,308954,10,4
936,1846202,4,1
4116,1374155,10,3
2094,1918643,6,3
3503,2092811,7,5
642,442810,4,2
2667,2232305,8,5
1436,1655880,7,3
457,2042445,5,4
847,821136,3,4
2434,2704997,3,3
378,1608141,7,2
467,215223,4,3
3055,2713960,2,5
863,1502295,6,2
1555,654645,2,3
2073,1477359,3,3
1989,2415875,1,3
3420,427407,4,2
2156,2554031,2,2
3984,234880,10,1
801,1104115,1,2
3212,2745089,8,1
2402,890302,2,1
2354,939103,2,1
4084,1774432,6,2
1201,2674519,5,1
716,2089295,3,5
579,2067531,7,1
2335,383886,6,3
332,1011364,10,1
1971,1951571,1,1
251,659058,1,2
2670,2160594,10,2
1897,939752,5,4
2356,1818417,1,2
4153,375085,4,5
1312,2367785,3,2
2918,272510,8,2
1231,1251344,9,4
2883,1784642,10,5
356,1864718,2,5
1120,1482042,4,1
1038,500196,1,1
3699,2400905,5,1
1491,2405883,3,2
1042,1810325,9,2
3976,2588867,6,1
2641,2215098,8,3
2321,1941230,10,3
2513,2217006,7,3
1572,1141758,6,2
1863,1881530,5,1
3305,1006086,7,5
869,772419,8,4
2713,576308,3,2
3164,2666231,7,1
2642,370078,5,2
2176,2306873,10,5
3502,2159259,7,3
233,1000829,7,1
2934,449766,2,5
2255,819014,3,1
2945,385729,10,5
3911,2583294,5,4
3986,689313,10,4
2439,712481,1,3
697,1136552,7,5
1639,1946549,1,1
1305,500551,9,1
3768,877959,2,4
907,2407018,7,3
3004,2768121,5,5
422,566768,4,1
4027,1331705,9,4
1516,1833733,4,3
1171,578310,2,2
2149,173264,4,3
3715,880606,9,3
966,700223,2,5
2262,187547,6,4
2462,2329148,9,2
1593,1264018,2,2
3612,1085050,2,3
2650,1881306,9,5
2182,1617285,4,5
1354,1880544,2,4
4023,107776,6,1
1750,2127764,8,3
2732,2410408,9,4
2985,616160,7,2
1993,623038,6,5
4159,2418775,3,1
4024,1096301,9,5
2902,1030354,3,3
186,2322687,10,4
667,1945232,9,3
1180,1492883,3,3
3289,2739052,1,1
2250,344332,3,5
1247,1633343,1,1
589,1518294,10,1
3345,2408984,7,4
2922,1081722,5,2
2310,1558788,6,4
1224,2516271,9,1
3142,916767,7,4
3624,2605207,7,2
2778,1504816,5,2
622,2179602,7,5
3775,416117,4,2
2222,1219147,1,2
2096,2193739,2,3
3836,776009,7,1
3406,2499025,10,3
3173,563254,9,2
2767,1486134,1,1
4155,2191174,6,2
3211,2100810,8,5
1622,2519320,6,1
2655,154948,8,1
2080,2767026,6,4
1258,2794551,6,5
1853,1228627,2,5
2565,2731541,8,2
595,2440073,10,5
2693,1719131,2,5
358,1886839,9,1
1598,1364782,3,2
1451,1255054,9,1
953,1314284,5,2
3637,855216,1,1
1183,845415,9,3
3618,2092819,9,1
329,1306696,1,2
2754,1622366,5,1
1027,2072909,2,2
4048,1943344,5,1
4156,632974,2,5
3685,610990,2,1
2470,827554,7,4
980,987463,2,3
2162,1602172,4,2
620,1444696,5,3
364,106074,4,1
862,1226245,8,2
3742,1820956,2,2
3758,2431590,3,4
849,2512394,7,4
1843,2251919,6,3
3533,2705438,9,4
3100,1463089,4,2
4200,1056011,8,3
210,1981841,6,2
1505,152044,6,1
2824,817980,3,1
3422,2363666,5,2
2314,754254,3,3
3349,1229907,5,3
3248,690765,4,2
2746,1817074,2,2
1944,1671970,5,4
1842,246598,9,1
2087,111361,3,3
342,284785,8,3
4077,2445872,9,4
424,1506207,2,1
1974,1279855,9,5
1057,595279,5,5
377,2351268,7,1
3415,2186848,4,2
1271,2483146,3,1
1521,1071784,10,5
1666,2141727,10,4
435,2183330,4,1
3667,1523296,5,3
430,1350961,7,5
1671,2426206,8,3
2726,2208326,6,2
2120,1674903,2,2
314,293313,4,5
2147,2053065,5,4
1346,2191249,9,3
3679,1828130,4,4
1615,2611273,3,3
1647,1722772,9,4
2180,2372191,8,5
3644,1507971,7,3
1302,2110606,2,3
1660,2176078,2,3
3405,1930862,5,2
1043,2037569,5,1
1318,1294085,6,4
1373,867812,9,3
943,1751632,6,3
959,647936,1,5
551,1622028,5,2
660,2788230,8,5
2902,1063818,2,1
2252,584719,4,2
3317,1526054,6,4
991,1787561,7,1
286,2391245,4,1
1563,1237379,9,1
1346,2217997,3,2
1395,1129270,1,5
3401,918756,1,3
4197,255729,5,4
2188,2123083,9,1
2196,2713519,6,4
3093,791390,3,5
3037,715356,4,3
4146,2704219,10,4
3791,2405055,3,3
1927,921822,9,2
1154,2775378,9,2
671,1067296,6,4
260,553612,7,5
2739,2233443,5,4
3179,517585,9,3
471,1565929,10,4
4171,2620362,4,3
2344,1187870,7,1
3890,1321671,10,5
1946,811768,6,4
1182,778124,6,1
1331,2510416,8,4
3600,2748480,9,4
916,2245642,6,3
4073,815608,2,4
3935,134263,6,4
1880,1055807,1,5
386,896215,9,3
3491,103729,8,5
1244,2574200,9,1
2352,1438937,5,4
1237,958047,3,2
157,2058104,8,3
2170,2178966,9,1
3884,1276619,8,4
1346,2509583,8,4
2173,2433655,7,4
1964,410276,3,5
1168,470839,8,4
397,521758,2,2
1649,1808852,1,5
1335,1333298,6,3
1725,2329858,1,5
3891,2237154,10,1
4155,2583073,5,2
395,1025264,3,3
497,1233303,6,3
3479,541022,6,1
377,1431001,10,3
3044,483496,1,1
1458,1141351,4,5
1326,1076618,2,4
3451,446322,6,2
3269,2728654,6,4
3407,1572930,6,1
1172,1912760,2,2
3624,1164788,6,4
3653,478288,3,5
2947,2407507,3,2
4080,1298880,9,4
267,2463504,7,4
2883,2620697,4,5
3063,142332,7,3
2826,445479,4,3
2427,152872,4,5
1754,2615547,9,5
1526,1754776,7,3
3803,2414182,2,1
2158,546867,4,4
4071,1177340,1,2
2023,2621336,8,4
495,2228569,5,1
3864,2420308,6,4
1967,965365,5,5
4019,1778263,5,1
1276,131829,3,1
2707,2700448,10,4
1403,1049528,7,5
705,1225045,3,1
2024,1483575,7,2
3879,921688,10,3
1947,295782,3,2
1117,2320306,9,5
1064,179919,7,2
289,2341333,1,3
672,2043521,6,2
4010,260063,2,3
207,2368402,4,3
3292,2138614,6,4
2604,1707701,2,1
3799,682122,7,1
515,1809059,4,5
467,2400361,3,3
1013,1954586,3,1
2255,265601,3,5
204,1572303,7,2
2515,119608,2,3
2892,759970,8,1
1034,2272824,8,4
2369,1481355,7,2
1593,259339,4,2
3654,1699547,4,4
2589,654471,4,3
4077,1234113,7,1
1883,2424346,4,4
820,1531124,8,5
969,2212267,4,1
2301,2619913,3,2
1673,2018734,2,5
2330,1444733,4,3
3860,1143283,3,1
1214,390832,9,3
2983,767234,4,1
280,2417684,1,3
4074,1794553,10,5
1853,1729038,7,3
1771,2262150,3,3
514,1037612,6,2
2712,1831770,7,3
947,2612593,9,1
1827,2496326,6,3
1519,527511,5,4
1665,839871,9,5
1144,955796,9,1
382,2239433,6,3
1381,1252641,6,3
2497,1567149,3,2
3504,935014,5,1
600,898314,6,5
412,562643,8,2
2327,2049269,10,4
1020,2696255,2,1
2638,2503983,4,3
3745,2056466,7,4
1560,1777113,2,4
3568,2483405,8,4
2049,815046,1,1
2401,1168304,5,1
924,2615998,2,3
220,2452098,4,3
3471,326378,4,1
1421,2726241,4,3
2826,1692210,5,4
638,2615958,5,2
1772,1525514,4,3
658,1202622,1,5
474,2052736,10,3
1733,2588176,4,4
1807,486487,3,2
2666,2411920,1,4
1378,723379,10,5
2993,761561,4,2
1315,1165378,4,1
1002,296991,2,1
3204,766391,9,4
3480,2462643,6,2
4141,1422193,8,1
3359,1619522,10,4
3976,1895467,7,1
1976,1075364,3,4
1987,329644,2,2
4148,1255272,2,1
1828,1635510,8,2
1658,144546,6,3
2473,1919963,7,4
1677,2070320,4,5
623,2230195,10,1
1968,1725906,10,2
468,1650741,5,3
4057,1733531,2,3
3450,1382989,1,5
2879,1554303,6,4
2024,438024,1,2
3213,2289973,10,3
2690,2626369,6,4
3145,742971,8,3
3574,316110,6,1
1192,154488,10,5
1135,870445,6,2
2224,869258,4,5
2873,1275950,8,5
3583,1892752,3,5
2665,1834432,9,4
2936,1139879,6,5
3781,2355822,8,2
2598,1387182,9,1
3010,2792879,4,4
2900,2790885,2,5
1031,1388041,2,4
2111,2168569,1,2
2851,2234621,4,2
456,1522937,7,1
1221,309944,9,1
1059,1948150,7,4
3575,759492,5,4
534,1056722,4,2
2679,1067187,4,3
1472,2656793,8,4
1659,1489846,7,2
4124,2222275,6,4
3989,780326,1,1
3153,507996,1,2
951,2102385,1,2
3807,1268583,9,1
1439,2280443,4,1
411,1471934,1,2
3929,2613469,2,5
1369,1077402,4,2
3717,539331,10,2
874,1137226,2,2
717,208683,1,5
3007,326066,5,4
283,156315,8,5
3983,2568444,8,1
2018,1156642,1,3
247,2572487,1,3
3106,2154690,2,3
445,2002198,10,2
3378,2054754,5,2
3749,1686355,10,1
3611,1888258,8,4
552,1967793,8,5
1086,2088611,4,3
1761,1858747,3,2
3090,2212748,5,2
2452,1775460,5,5
2603,899924,6,3
1040,1573923,1,1
2288,1208897,5,3
1196,2627589,7,5
4006,2586155,3,2
2701,1301563,6,5
2901,1762101,1,2
2217,1978800,3,1
3072,2782784,4,5
3046,1173990,5,2
3482,630118,7,2
3401,1877025,5,2
1480,2196243,10,4
3702,1079621,8,2
3860,655640,7,5
2076,304198,3,1
4018,2009060,3,5
240,808930,1,1
3194,1086990,9,5
1330,1679124,2,2
3175,1673996,3,4
1020,516429,1,4
3534,1590906,7,5
374,2613649,9,1
3044,2360889,1,1
2907,890155,3,2
420,259470,9,1
565,656032,5,1
4175,213125,4,4
391,314084,1,3
3942,578189,4,1
552,2695881,6,2
649,2349847,9,4
2720,2522335,8,2
1340,2179790,5,2
3614,1999486,5,4
3404,1707735,4,4
3046,245220,10,5
3658,376036,5,3
3554,295320,4,5
1413,1125882,9,4
1868,1971206,6,2
2366,199646,6,1
2025,2687133,4,1
865,2655434,9,2
2036,2548117,1,3
383,209991,2,5
3304,1503529,5,2
2502,1479377,4,4
1705,132262,10,3
1110,2606692,6,3
1069,1778051,8,5
806,1616051,9,2
886,930469,7,5
2343,2737916,9,2
1647,796714,8,1
684,2699343,9,4
1212,2398641,8,5
3709,2514390,6,2
3174,999348,1,5
2220,1339783,1,2
2680,1727844,2,1
2304,2020428,3,3
2823,1935696,6,2
249,987235,1,1
3136,2520351,6,4
3539,2610853,9,3
1895,2256375,1,2
1058,2545928,10,3
2377,994901,1,5
1109,793216,3,3
3122,2586110,4,5
2180,2109980,4,3
1643,1100086,8,1
3012,533802,3,1
1392,1658829,3,4
2321,409196,5,1
359,183696,4,3
1081,1562266,3,5
2249,1027707,5,1
2557,915890,2,1
4040,1622645,9,2
1417,2597394,6,1
1954,471456,6,4
3860,2397160,2,1
2897,2195719,3,1
418,2372608,2,5
2131,875850,6,3
2806,497435,7,2
3033,2354855,10,2
2566,1897501,2,5
4180,1161249,1,2
4179,1895785,9,1
3614,237687,2,5
2077,2120441,6,3
1485,2214887,6,5
2225,2726784,10,3
2630,991683,3,2
2792,1004939,3,2
3361,790243,2,1
197,963864,6,2
2657,2505048,1,5
4025,2644246,7,2
730,2357373,2,5
1919,867705,10,2
231,2568336,8,1
2737,1242971,4,1
4074,1711023,6,5
3793,381915,9,1
4065,2628133,7,1
807,135101,8,3
3244,1580401,9,1
3959,2545514,8,5
2808,165145,1,2
1363,2154638,7,1
4071,608043,8,3
2458,638222,10,4
642,1869566,2,1
2653,968267,1,4
3673,1529846,4,3
2635,475619,7,5
2257,1359738,10,1
1159,652077,5,2
595,451801,4,3
1855,1338506,10,5
1786,2415315,10,2
1052,2577159,3,1
3884,2292740,2,2
1685,1163620,3,4
853,1302550,1,4
546,112704,1,3
3317,1013963,1,2
3184,2199916,2,5
2815,1557211,9,2
